gene,observed_count,null_total_count,null_mean_count_per_perm
PIGG,0,61,0.122
PIGH,0,111,0.222
PIGK,0,7,0.014
PIGL,0,64,0.128
PIGM,0,56,0.112
PIGN,0,52,0.104
PIGO,0,64,0.128
PIGP,0,59,0.118
PIGQ,0,64,0.128
PIGR,0,29,0.058
PIGS,0,39,0.078
PIGT,0,39,0.078
PIGU,0,78,0.156
PLEKHH2,0,60,0.12
PLEKHH3,0,28,0.056
PLEKHM1,0,55,0.11
POR,0,92,0.184
POMK,0,141,0.282
POMP,0,55,0.11
POMT1,0,106,0.212
POMT2,0,64,0.128
POMZP3,0,80,0.16
PON1,0,44,0.088
PON2,0,84,0.168
PON3,0,43,0.086
POP1,0,73,0.146
POP4,0,18,0.036
POP5,0,23,0.046
POP7,0,86,0.172
POPDC2,0,47,0.094
POPDC3,0,70,0.14
POSTN,0,54,0.108
POU5F1B,0,44,0.088
POT1,0,7,0.014
POTEKP,0,94,0.188
POTEM,0,98,0.196
POU1F1,0,71,0.142
POU2F1,0,30,0.06
POU2F2,0,76,0.152
POU2F3,0,25,0.05
POU3F1,0,112,0.224
POU3F2,0,35,0.07
POU3F3,0,55,0.11
PTGER1,0,97,0.194
POU4F1,0,74,0.148
POU4F2,0,44,0.088
POU4F3,0,179,0.358
POMGNT2,0,219,0.438
POMGNT1,0,85,0.17
POMC,0,99,0.198
POM121L9P,0,19,0.038
POLR1D,0,74,0.148
POLR1E,0,19,0.038
POLR2A,0,67,0.134
POLR2C,0,22,0.044
POLR2D,0,39,0.078
POLR2E,0,60,0.12
POLR2F,0,53,0.106
POLR2G,0,48,0.096
POLR2H,0,45,0.09
POLR2I,0,92,0.184
POLR2J,0,142,0.284
POLR2K,0,45,0.09
POLR2L,0,118,0.236
POLR3A,0,29,0.058
POLR3B,0,38,0.076
POLR3C,0,17,0.034
POLR3D,0,105,0.21
POLR3E,0,152,0.304
POLR3F,0,15,0.03
POLR3G,0,123,0.246
POLR3GL,0,31,0.062
POLR3H,0,126,0.252
POLR3K,0,74,0.148
POLRMT,0,153,0.306
POM121C,0,52,0.104
POM121L10P,0,43,0.086
POM121L12,0,32,0.064
POM121L2,0,93,0.186
POM121L8P,0,30,0.06
POU5F1,0,79,0.158
POU5F1P3,0,175,0.35
POLR1B,0,29,0.058
PPIEL,0,87,0.174
PPFIA1,0,17,0.034
PPFIA2,0,74,0.148
PPFIA3,0,59,0.118
PPFIA4,0,63,0.126
PPFIBP1,0,80,0.16
PPFIBP2,0,132,0.264
PPHLN1,0,5,0.01
PPIA,0,42,0.084
PPIAL4B,0,144,0.288
PPIAP21,0,122,0.244
PPIB,0,104,0.208
PPIC,0,9,0.018
PPID,0,15,0.03
PPIE,0,57,0.114
PPIF,0,51,0.102
POU5F1P4,0,73,0.146
PPIH,0,23,0.046
PPIL1,0,126,0.252
PPIL2,0,59,0.118
PPIL3,0,27,0.054
PPIL4,0,15,0.03
PPIL6,0,78,0.156
PPIP5K1,0,126,0.252
PPIP5K2,0,22,0.044
PPL,0,122,0.244
PPM1A,0,38,0.076
PPM1D,0,9,0.018
PPM1E,0,40,0.08
PPM1F,0,125,0.25
PPM1G,0,32,0.064
PPEF2,0,85,0.17
PPEF1,0,69,0.138
PPDPF,0,130,0.26
PPCS,0,31,0.062
POU5F2,0,114,0.228
POU6F1,0,69,0.138
POU6F2,0,64,0.128
PP12613,0,88,0.176
PP12719,0,62,0.124
PP13,0,163,0.326
PP13439,0,169,0.338
PP14571,0,35,0.07
PP2672,0,103,0.206
PP2D1,0,143,0.286
PP7080,0,96,0.192
PPA1,0,44,0.088
PPA2,0,5,0.01
PPAP2A,0,48,0.096
PPAP2B,0,80,0.16
PPAP2C,0,66,0.132
PPAPDC1A,0,60,0.12
PPAPDC1B,0,77,0.154
PPAPDC2,0,42,0.084
PPAPDC3,0,69,0.138
PPARA,0,51,0.102
PPARD,0,28,0.056
PPARG,0,62,0.124
PPARGC1A,0,40,0.08
PPARGC1B,0,103,0.206
PPAT,0,83,0.166
PPBP,0,152,0.304
PPBPP2,0,133,0.266
PPCDC,0,113,0.226
POLR1C,0,26,0.052
POLR1A,0,52,0.104
PLEKHM2,0,85,0.17
PMAIP1,0,113,0.226
PLVAP,0,139,0.278
PLXDC1,0,99,0.198
PLXDC2,0,53,0.106
PLXNA1,0,76,0.152
PLXNA2,0,65,0.13
PLXNA3,0,115,0.23
PLXNA4,0,98,0.196
PLXNB1,0,8,0.016
PLXNB2,0,129,0.258
PLXNB3,0,51,0.102
PLXNC1,0,47,0.094
PLXND1,0,184,0.368
PM20D1,0,37,0.074
PM20D2,0,23,0.046
PMCH,0,167,0.334
PMS2P1,0,33,0.066
PMCHL1,0,132,0.264
PMEL,0,46,0.092
PMEPA1,0,142,0.284
PMF1,0,78,0.156
PMFBP1,0,73,0.146
PML,0,105,0.21
PMM1,0,77,0.154
PMM2,0,18,0.036
PMP2,0,74,0.148
PMP22,0,67,0.134
PMPCA,0,35,0.07
PMPCB,0,6,0.012
PMS1,0,14,0.028
PMS2,0,29,0.058
PLTP,0,82,0.164
PLSCR4,0,176,0.352
PLSCR3,0,84,0.168
PLSCR2,0,114,0.228
PLEKHM3,0,28,0.056
PLEKHN1,0,83,0.166
PLEKHO1,0,34,0.068
PLEKHO2,0,61,0.122
PLEKHS1,0,44,0.088
PLG,0,101,0.202
PLGLB1,0,85,0.17
PLGLB2,0,106,0.212
PLGRKT,0,33,0.066
PLIN1,0,52,0.104
PLIN2,0,54,0.108
PLIN3,0,86,0.172
PLIN4,0,81,0.162
PLK1,0,163,0.326
PLK2,0,124,0.248
PLK3,0,148,0.296
PLK4,0,129,0.258
PLK5,0,64,0.128
PLLP,0,46,0.092
PLN,0,146,0.292
PLOD1,0,81,0.162
PLOD2,0,126,0.252
PLOD3,0,53,0.106
PLP1,0,28,0.056
PLP2,0,134,0.268
PLRG1,0,29,0.058
PLS1,0,124,0.248
PLS3,0,72,0.144
PLSCR1,0,135,0.27
PMS2L2,0,82,0.164
PMS2P3,0,77,0.154
POLQ,0,104,0.208
POLD3,0,42,0.084
PODNL1,0,117,0.234
PODXL,0,134,0.268
PODXL2,0,87,0.174
POF1B,0,122,0.244
POFUT1,0,116,0.232
POFUT2,0,117,0.234
POGK,0,10,0.02
POGLUT1,0,1,0.002
POGZ,0,24,0.048
POLA1,0,42,0.084
POLA2,0,55,0.11
POLB,0,16,0.032
POLD1,0,63,0.126
POLD2,0,79,0.158
POLD4,0,99,0.198
PMS2P4,0,61,0.122
POLDIP2,0,70,0.14
POLDIP3,0,19,0.038
POLE,0,125,0.25
POLE2,0,90,0.18
POLE3,0,85,0.17
POLE4,0,20,0.04
POLG,0,30,0.06
POLG2,0,10,0.02
POLH,0,27,0.054
POLI,0,55,0.11
POLK,0,13,0.026
POLL,0,127,0.254
POLM,0,77,0.154
POLN,0,140,0.28
PODN,0,97,0.194
POC5,0,12,0.024
POC1B,0,74,0.148
POC1A,0,30,0.06
PMS2P5,0,50,0.1
PMVK,0,72,0.144
PNCK,0,57,0.114
PNKD,0,156,0.312
PNKP,0,89,0.178
PNLDC1,0,64,0.128
PNLIP,0,126,0.252
PNLIPRP1,0,44,0.088
PNLIPRP2,0,124,0.248
PNLIPRP3,0,168,0.336
PNMA1,0,107,0.214
PNMA2,0,27,0.054
PNMA3,0,86,0.172
PNMA6A,0,240,0.48
PNMAL1,0,50,0.1
PNMT,0,152,0.304
PNO1,0,69,0.138
PNP,0,76,0.152
PNPLA1,0,96,0.192
PNPLA2,0,76,0.152
PNPLA3,0,98,0.196
PNPLA4,0,111,0.222
PNPLA5,0,109,0.218
PNPLA6,0,78,0.156
PNPLA7,0,61,0.122
PNPLA8,0,15,0.03
PNPO,0,55,0.11
PNPT1,0,27,0.054
PNRC1,0,65,0.13
PTGDS,0,97,0.194
PUM2,0,13,0.026
PTGER2,0,80,0.16
RNMTL1,0,54,0.108
RNF4,0,54,0.108
RNF40,0,56,0.112
RNF41,0,18,0.036
RNF43,0,79,0.158
RNF44,0,49,0.098
RNF5,0,120,0.24
RNF7,0,6,0.012
RNF8,0,28,0.056
RNFT1,0,43,0.086
RNFT2,0,66,0.132
RNGTT,0,40,0.08
RNH1,0,83,0.166
RNLS,0,144,0.288
RNMT,0,19,0.038
RNPC3,0,29,0.058
RNF38,0,23,0.046
RNPEP,0,84,0.168
RNPEPL1,0,125,0.25
RNPS1,0,78,0.156
ROBO1,0,130,0.26
ROBO2,0,70,0.14
ROBO3,0,92,0.184
ROBO4,0,94,0.188
ROCK2,0,33,0.066
ROGDI,0,70,0.14
ROM1,0,70,0.14
ROMO1,0,83,0.166
ROPN1B,0,85,0.17
ROPN1L,0,144,0.288
ROR1,0,45,0.09
RNF39,0,132,0.264
RNF34,0,6,0.012
RGS9BP,0,131,0.262
RNF2,0,75,0.15
RNF168,0,29,0.058
RNF169,0,28,0.056
RNF17,0,112,0.224
RNF170,0,22,0.044
RNF175,0,131,0.262
RNF180,0,128,0.256
RNF181,0,80,0.16
RNF182,0,197,0.394
RNF183,0,67,0.134
RNF185,0,29,0.058
RNF186,0,34,0.068
RNF187,0,80,0.16
RNF19A,0,19,0.038
RNF19B,0,65,0.13
RNF20,0,22,0.044
RNF32,0,40,0.08
RNF207,0,30,0.06
RNF208,0,9,0.018
RNF212,0,82,0.164
RNF213,0,74,0.148
RNF214,0,116,0.232
RNF215,0,90,0.18
RNF216,0,49,0.098
RNF217,0,92,0.184
RNF219,0,8,0.016
RNF220,0,33,0.066
RNF24,0,55,0.11
RNF25,0,55,0.11
RNF26,0,88,0.176
RNF31,0,161,0.322
ROR2,0,64,0.128
RORA,0,82,0.164
RORB,0,38,0.076
RPL29,0,41,0.082
RPL18,0,78,0.156
RPL18A,0,61,0.122
RPL19,0,89,0.178
RPL21,0,47,0.094
RPL22,0,70,0.14
RPL22L1,0,41,0.082
RPL23,0,64,0.128
RPL23A,0,112,0.224
RPL23AP32,0,80,0.16
RPL23AP53,0,76,0.152
RPL24,0,36,0.072
RPL26L1,0,121,0.242
RPL27,0,57,0.114
RPL27A,0,65,0.13
RPL3,0,30,0.06
RORC,0,38,0.076
RPL30,0,35,0.07
RPL31,0,76,0.152
RPL32,0,90,0.18
RPL32P3,0,105,0.21
RPL34,0,55,0.11
RPL35,0,43,0.086
RPL35A,0,43,0.086
RPL36,0,52,0.104
RPL36AL,0,108,0.216
RPL37,0,77,0.154
RPL37A,0,60,0.12
RPL38,0,40,0.08
RPL39,0,57,0.114
RPL39L,0,121,0.242
RPL15,0,32,0.064
RPL14,0,46,0.092
RPL13AP17,0,79,0.158
RPL13A,0,45,0.09
ROS1,0,28,0.056
RP1,0,54,0.108
RP1L1,0,34,0.068
RP2,0,27,0.054
RP9,0,18,0.036
RP9P,0,114,0.228
RPA1,0,52,0.104
RPA2,0,11,0.022
RPA3,0,85,0.17
RPA4,0,154,0.308
RPAIN,0,15,0.03
RPAP1,0,50,0.1
RPAP2,0,4,0.008
RPAP3,0,12,0.024
RPE,0,20,0.04
RPE65,0,146,0.292
RPF1,0,12,0.024
RPF2,0,33,0.066
RPGR,0,65,0.13
RPGRIP1,0,164,0.328
RPGRIP1L,0,129,0.258
RPH3AL,0,67,0.134
RPIA,0,92,0.184
RPL10,0,51,0.102
RPL10A,0,35,0.07
RPL10L,0,99,0.198
RPL11,0,46,0.092
RPL12,0,25,0.05
RPL13,0,66,0.132
RNF167,0,84,0.168
RNF166,0,63,0.126
RNF165,0,86,0.172
RIMKLB,0,81,0.162
RHOXF1,0,114,0.228
RHPN1,0,133,0.266
RHPN2,0,138,0.276
RIBC1,0,33,0.066
RIBC2,0,82,0.164
RIC3,0,165,0.33
RIC8B,0,37,0.074
RICTOR,0,34,0.068
RIIAD1,0,25,0.05
RILP,0,123,0.246
RILPL1,0,201,0.402
RILPL2,0,93,0.186
RIMBP2,0,85,0.17
RIMKLA,0,71,0.142
RIMS1,0,22,0.044
RIPPLY1,0,64,0.128
RIMS2,0,54,0.108
RIMS3,0,46,0.092
RIMS4,0,76,0.152
RIN1,0,16,0.032
RIN2,0,190,0.38
RIN3,0,73,0.146
RING1,0,57,0.114
RINT1,0,11,0.022
RIOK1,0,32,0.064
RIOK2,0,34,0.068
RIOK3,0,97,0.194
RIPK1,0,7,0.014
RIPK2,0,63,0.126
RIPK3,0,51,0.102
RHOV,0,76,0.152
RHOU,0,90,0.18
RHOT2,0,118,0.236
RHOT1,0,21,0.042
RHAG,0,78,0.156
RHBDD1,0,64,0.128
RHBDD2,0,31,0.062
RHBDD3,0,60,0.12
RHBDF1,0,70,0.14
RHBDF2,0,64,0.128
RHBDL1,0,40,0.08
RHBDL2,0,73,0.146
RHBDL3,0,53,0.106
RHBG,0,84,0.168
RHCE,0,95,0.19
RHCG,0,98,0.196
RHD,0,192,0.384
RHEB,0,18,0.036
RHEBL1,0,69,0.138
RHNO1,0,93,0.186
RHO,0,32,0.064
RHOA,0,40,0.08
RHOB,0,69,0.138
RHOBTB1,0,93,0.186
RHOBTB2,0,124,0.248
RHOBTB3,0,59,0.118
RHOC,0,56,0.112
RHOD,0,54,0.108
RHOF,0,67,0.134
RHOG,0,65,0.13
RHOH,0,40,0.08
RHOJ,0,23,0.046
RHOQ,0,68,0.136
RIPK4,0,70,0.14
RIPPLY2,0,98,0.196
RNF157,0,132,0.264
RNF13,0,69,0.138
RNF103,0,35,0.07
RNF11,0,64,0.128
RNF111,0,30,0.06
RNF112,0,73,0.146
RNF113A,0,75,0.15
RNF114,0,6,0.012
RNF115,0,17,0.034
RNF121,0,69,0.138
RNF122,0,38,0.076
RNF123,0,69,0.138
RNF125,0,38,0.076
RNF126,0,52,0.104
RNF126P1,0,83,0.166
RNF128,0,78,0.156
RNF130,0,46,0.092
RIPPLY3,0,18,0.036
RNF133,0,129,0.258
RNF135,0,78,0.156
RNF138,0,4,0.008
RNF139,0,19,0.038
RNF14,0,70,0.14
RNF141,0,28,0.056
RNF144A,0,46,0.092
RNF144B,0,46,0.092
RNF146,0,13,0.026
RNF148,0,98,0.196
RNF149,0,69,0.138
RNF150,0,125,0.25
RNF151,0,60,0.12
RNF152,0,93,0.186
RNF10,0,165,0.33
RND3,0,74,0.148
RND2,0,25,0.05
RND1,0,126,0.252
RIT2,0,48,0.096
RITA1,0,88,0.176
RLBP1,0,113,0.226
RLIM,0,10,0.02
RLN1,0,148,0.296
RLN2,0,132,0.264
RLN3,0,37,0.074
RLTPR,0,91,0.182
RMDN1,0,8,0.016
RMDN2,0,90,0.18
RMDN3,0,84,0.168
RMI1,0,10,0.02
RMI2,0,61,0.122
RMND1,0,4,0.008
RMND5A,0,30,0.06
RMND5B,0,110,0.22
RN7SKP150,0,81,0.162
RNASE1,0,44,0.088
RNASE11,0,94,0.188
RNASE2,0,125,0.25
RNASE3,0,189,0.378
RNASE6,0,87,0.174
RNASE7,0,38,0.076
RNASEH1,0,40,0.08
RNASEH2A,0,211,0.422
RNASEH2B,0,9,0.018
RNASEH2C,0,134,0.268
RNASEL,0,26,0.052
RNASET2,0,69,0.138
RPL3L,0,98,0.196
RPL4,0,138,0.276
RPL41,0,63,0.126
S100A5,0,37,0.074
RYK,0,51,0.102
RYR1,0,50,0.1
RYR2,0,53,0.106
RYR3,0,39,0.078
S100A1,0,82,0.164
S100A10,0,63,0.126
S100A11,0,65,0.13
S100A12,0,85,0.17
S100A13,0,62,0.124
S100A14,0,12,0.024
S100A16,0,70,0.14
S100A2,0,47,0.094
S100A3,0,115,0.23
S100A4,0,49,0.098
S100A7,0,153,0.306
SAC3D1,0,94,0.188
S100A7A,0,51,0.102
S100A8,0,120,0.24
S100A9,0,144,0.288
S100B,0,196,0.392
S100G,0,113,0.226
S100P,0,208,0.416
S100PBP,0,9,0.018
S100Z,0,202,0.404
S1PR1,0,44,0.088
S1PR2,0,93,0.186
S1PR4,0,107,0.214
S1PR5,0,95,0.19
SAA1,0,17,0.034
SAA3P,0,56,0.112
RYBP,0,62,0.124
RXRG,0,81,0.162
RXRB,0,43,0.086
RXRA,0,75,0.15
RTN4R,0,63,0.126
RTN4RL1,0,73,0.146
RTN4RL2,0,116,0.232
RTP1,0,29,0.058
RTP3,0,47,0.094
RTP4,0,85,0.17
RTP5,0,75,0.15
RTTN,0,33,0.066
RUFY1,0,46,0.092
RUFY2,0,43,0.086
RUFY3,0,33,0.066
RUNDC1,0,8,0.016
RUNDC3A,0,94,0.188
RUNDC3B,0,132,0.264
RUNX1T1,0,107,0.214
RUNX2,0,88,0.176
RUNX3,0,93,0.186
RUSC1,0,20,0.04
RUSC2,0,50,0.1
RUVBL1,0,17,0.034
RUVBL2,0,114,0.228
RWDD1,0,80,0.16
RWDD2A,0,89,0.178
RWDD2B,0,115,0.23
RWDD3,0,23,0.046
RWDD4,0,63,0.126
RXFP1,0,133,0.266
RXFP2,0,74,0.148
RXFP3,0,98,0.196
SAAL1,0,13,0.026
SACS,0,25,0.05
RTN4,0,31,0.062
SAYSD1,0,99,0.198
SARDH,0,76,0.152
SARM1,0,91,0.182
SARNP,0,33,0.066
SARS,0,17,0.034
SARS2,0,53,0.106
SART1,0,96,0.192
SASH1,0,107,0.214
SASH3,0,37,0.074
SASS6,0,96,0.192
SAT1,0,64,0.128
SAT2,0,57,0.114
SATB1,0,40,0.08
SATB2,0,35,0.07
SAV1,0,47,0.094
SBDS,0,36,0.072
SAE1,0,48,0.096
SBF1,0,76,0.152
SBF2,0,28,0.056
SBK1,0,76,0.152
SBNO1,0,7,0.014
SBNO2,0,131,0.262
SBSN,0,53,0.106
SBSPON,0,93,0.186
SC5D,0,5,0.01
SCAF1,0,131,0.262
SCAF11,0,24,0.048
SCAF4,0,28,0.056
SCAF8,0,26,0.052
SCAI,0,15,0.03
SCAMP1,0,77,0.154
SAR1B,0,0,0.0
SAR1A,0,65,0.13
SAPCD2,0,99,0.198
SAP30L,0,2,0.004
SAFB,0,32,0.064
SAFB2,0,40,0.08
SAG,0,43,0.086
SAGE1,0,148,0.296
SALL1,0,75,0.15
SALL2,0,72,0.144
SALL3,0,141,0.282
SALL4,0,141,0.282
SAMD1,0,118,0.236
SAMD10,0,60,0.12
SAMD11,0,65,0.13
SAMD12,0,126,0.252
SAMD13,0,76,0.152
SAMD14,0,72,0.144
SAMD15,0,100,0.2
SAMD3,0,90,0.18
SAMD4A,0,96,0.192
SAMD4B,0,41,0.082
SAMD5,0,89,0.178
SAMD8,0,27,0.054
SAMD9,0,54,0.108
SAMD9L,0,80,0.16
SAMHD1,0,83,0.166
SAMM50,0,32,0.064
SAMSN1,0,27,0.054
SAP130,0,38,0.076
SAP18,0,22,0.044
SAP30,0,165,0.33
SAP30BP,0,9,0.018
RTN4IP1,0,49,0.098
RTN3,0,148,0.296
RPL5,0,54,0.108
RPS2P45,0,31,0.062
RPS18,0,76,0.152
RPS19,0,60,0.12
RPS19BP1,0,45,0.09
RPS2,0,63,0.126
RPS20,0,41,0.082
RPS21,0,53,0.106
RPS23,0,93,0.186
RPS24,0,36,0.072
RPS25,0,58,0.116
RPS27,0,37,0.074
RPS27A,0,65,0.13
RPS27L,0,36,0.072
RPS28,0,53,0.106
RPS29,0,41,0.082
RPS3,0,37,0.074
RPS8,0,46,0.092
RPS3A,0,49,0.098
RPS4X,0,107,0.214
RPS4Y1,0,77,0.154
RPS5,0,43,0.086
RPS6,0,92,0.184
RPS6KA1,0,73,0.146
RPS6KA2,0,115,0.23
RPS6KA4,0,110,0.22
RPS6KA5,0,42,0.084
RPS6KA6,0,111,0.222
RPS6KB1,0,5,0.01
RPS6KB2,0,99,0.198
RPS6KC1,0,3,0.006
RPS6KL1,0,85,0.17
RPS17P5,0,63,0.126
RPS17,0,26,0.052
RPS16,0,37,0.074
RPS15A,0,40,0.08
RPL6,0,52,0.104
RPL7,0,36,0.072
RPL7L1,0,31,0.062
RPL8,0,57,0.114
RPL9,0,34,0.068
RPLP0,0,44,0.088
RPLP1,0,58,0.116
RPLP2,0,46,0.092
RPN1,0,29,0.058
RPN2,0,20,0.04
RPP14,0,8,0.016
RPP21,0,63,0.126
RPP25,0,117,0.234
RPP25L,0,162,0.324
RPP30,0,16,0.032
RPP38,0,34,0.068
RPP40,0,92,0.184
RPPH1,0,103,0.206
RPRD1A,0,2,0.004
RPRD1B,0,18,0.036
RPRD2,0,47,0.094
RPRM,0,145,0.29
RPRML,0,102,0.204
RPS10,0,36,0.072
RPS10P7,0,204,0.408
RPS11,0,35,0.07
RPS12,0,73,0.146
RPS14,0,83,0.166
RPS15,0,64,0.128
RPS7,0,39,0.078
RPS9,0,133,0.266
RTN2,0,106,0.212
RSPO3,0,79,0.158
RSAD1,0,87,0.174
RSAD2,0,155,0.31
RSBN1,0,34,0.068
RSBN1L,0,10,0.02
RSG1,0,115,0.23
RSL1D1,0,24,0.048
RSL24D1,0,49,0.098
RSPH1,0,81,0.162
RSPH3,0,89,0.178
RSPH4A,0,108,0.216
RSPH6A,0,77,0.154
RSPH9,0,132,0.264
RSPO1,0,126,0.252
RSPO2,0,105,0.21
RSPO4,0,66,0.132
RPSA,0,44,0.088
RSPRY1,0,8,0.016
RSRC1,0,28,0.056
RSRC2,0,15,0.03
RSU1,0,92,0.184
RTBDN,0,145,0.29
RTCA,0,9,0.018
RTCB,0,19,0.038
RTDR1,0,80,0.16
RTEL1,0,50,0.1
RTF1,0,64,0.128
RTFDC1,0,48,0.096
RTKN,0,78,0.156
RTKN2,0,92,0.184
RTN1,0,117,0.234
RS1,0,153,0.306
RRS1,0,34,0.068
RRP9,0,52,0.104
RRP8,0,59,0.118
RPTN,0,90,0.18
RPTOR,0,49,0.098
RPUSD1,0,134,0.268
RPUSD2,0,42,0.084
RPUSD3,0,74,0.148
RPUSD4,0,36,0.072
RQCD1,0,33,0.066
RRAD,0,115,0.23
RRAGA,0,24,0.048
RRAGB,0,65,0.13
RRAGC,0,21,0.042
RRAGD,0,98,0.196
RRAS,0,64,0.128
RRAS2,0,78,0.156
RRBP1,0,93,0.186
RREB1,0,55,0.11
RRH,0,152,0.304
RRM1,0,45,0.09
RRM2,0,114,0.228
RRM2B,0,26,0.052
RRN3,0,33,0.066
RRN3P1,0,25,0.05
RRNAD1,0,74,0.148
RRP1,0,162,0.324
RRP12,0,131,0.262
RRP15,0,50,0.1
RRP1B,0,23,0.046
RRP36,0,37,0.074
RRP7A,0,83,0.166
RGSL1,0,146,0.292
RGS9,0,92,0.184
PTGER3,0,28,0.056
RAB38,0,94,0.188
RAB26,0,22,0.044
RAB27B,0,163,0.326
RAB28,0,3,0.006
RAB29,0,24,0.048
RAB2A,0,16,0.032
RAB2B,0,98,0.196
RAB30,0,47,0.094
RAB31,0,90,0.18
RAB32,0,85,0.17
RAB33A,0,108,0.216
RAB33B,0,44,0.088
RAB35,0,99,0.198
RAB36,0,31,0.062
RAB37,0,124,0.248
RAB39A,0,56,0.112
RAB24,0,79,0.158
RAB39B,0,38,0.076
RAB3A,0,16,0.032
RAB3B,0,46,0.092
RAB3C,0,75,0.15
RAB3D,0,112,0.224
RAB3GAP1,0,42,0.084
RAB3GAP2,0,52,0.104
RAB3IL1,0,84,0.168
RAB3IP,0,45,0.09
RAB40A,0,42,0.084
RAB40AL,0,77,0.154
RAB40B,0,115,0.23
RAB40C,0,148,0.296
RAB42,0,182,0.364
RAB25,0,100,0.2
RAB23,0,142,0.284
RGS8,0,42,0.084
RAB11B,0,51,0.102
QRICH2,0,64,0.128
QRSL1,0,19,0.038
QSER1,0,43,0.086
QSOX1,0,119,0.238
QSOX2,0,61,0.122
QTRT1,0,118,0.236
QTRTD1,0,10,0.02
R3HCC1,0,129,0.258
R3HDM1,0,12,0.024
R3HDM2,0,54,0.108
R3HDM4,0,139,0.278
R3HDML,0,53,0.106
RAB10,0,18,0.036
RAB11A,0,37,0.074
RAB11FIP1,0,43,0.086
RAB22A,0,7,0.014
RAB11FIP2,0,20,0.04
RAB11FIP3,0,46,0.092
RAB11FIP4,0,48,0.096
RAB11FIP5,0,106,0.212
RAB12,0,31,0.062
RAB13,0,81,0.162
RAB14,0,30,0.06
RAB15,0,104,0.208
RAB17,0,36,0.072
RAB18,0,40,0.08
RAB1A,0,22,0.044
RAB1B,0,80,0.16
RAB20,0,46,0.092
RAB21,0,12,0.024
RAB43,0,91,0.182
RAB4A,0,15,0.03
RAB5A,0,42,0.084
RAG1,0,47,0.094
RAD51AP1,0,145,0.29
RAD51B,0,61,0.122
RAD51C,0,62,0.124
RAD51D,0,91,0.182
RAD52,0,111,0.222
RAD54B,0,78,0.156
RAD54L,0,38,0.076
RAD54L2,0,20,0.04
RAD9A,0,49,0.098
RAD9B,0,155,0.31
RADIL,0,58,0.116
RAE1,0,17,0.034
RAET1E,0,86,0.172
RAF1,0,68,0.136
RAG2,0,65,0.13
RAB5B,0,67,0.134
RAI1,0,55,0.11
RAI14,0,139,0.278
RAI2,0,64,0.128
RALA,0,6,0.012
RALB,0,71,0.142
RALBP1,0,61,0.122
RALGAPA1,0,48,0.096
RALGAPA2,0,35,0.07
RALGAPB,0,4,0.008
RALGDS,0,50,0.1
RALGPS1,0,126,0.252
RALGPS2,0,35,0.07
RALY,0,24,0.048
RALYL,0,76,0.152
RAD51,0,111,0.222
RAD50,0,2,0.004
RAD23B,0,55,0.11
RAD23A,0,127,0.254
RAB5C,0,51,0.102
RAB6A,0,73,0.146
RAB6B,0,102,0.204
RAB7A,0,48,0.096
RAB8A,0,23,0.046
RAB8B,0,27,0.054
RAB9A,0,45,0.09
RAB9B,0,62,0.124
RAB9BP1,0,162,0.324
RABAC1,0,106,0.212
RABEP1,0,9,0.018
RABEP2,0,48,0.096
RABEPK,0,85,0.17
RABGAP1,0,10,0.02
RABGAP1L,0,40,0.08
RABGEF1,0,60,0.12
RABGGTA,0,47,0.094
RABIF,0,89,0.178
RABL3,0,146,0.292
RABL6,0,108,0.216
RAC1,0,47,0.094
RAC2,0,57,0.114
RAC3,0,159,0.318
RACGAP1,0,122,0.244
RACGAP1P,0,135,0.27
RAD1,0,27,0.054
RAD17,0,24,0.048
RAD18,0,57,0.114
RAD21L1,0,116,0.232
QRICH1,0,14,0.028
QRFPR,0,102,0.204
QPRT,0,38,0.076
PTPN5,0,67,0.134
PTPMT1,0,137,0.274
PTPN1,0,49,0.098
PTPN11,0,19,0.038
PTPN12,0,27,0.054
PTPN13,0,115,0.23
PTPN14,0,59,0.118
PTPN18,0,88,0.176
PTPN2,0,4,0.008
PTPN20B,0,68,0.136
PTPN21,0,106,0.212
PTPN22,0,74,0.148
PTPN23,0,84,0.168
PTPN3,0,83,0.166
PTPN4,0,29,0.058
PTPN6,0,57,0.114
PTPRO,0,105,0.21
PTPN7,0,57,0.114
PTPN9,0,52,0.104
PTPRA,0,32,0.064
PTPRB,0,49,0.098
PTPRCAP,0,69,0.138
PTPRD,0,145,0.29
PTPRE,0,36,0.072
PTPRF,0,18,0.036
PTPRG,0,48,0.096
PTPRH,0,86,0.172
PTPRJ,0,55,0.11
PTPRK,0,129,0.258
PTPRM,0,171,0.342
PTPRN,0,22,0.044
PTPLB,0,30,0.06
PTPLAD2,0,39,0.078
PTPLAD1,0,29,0.058
PTPLA,0,75,0.15
PTGER4,0,61,0.122
PTGES,0,74,0.148
PTGES2,0,105,0.21
PTGES3,0,9,0.018
PTGFR,0,130,0.26
PTGFRN,0,51,0.102
PTGIR,0,74,0.148
PTGIS,0,22,0.044
PTGR1,0,85,0.17
PTGR2,0,60,0.12
PTGS1,0,86,0.172
PTGS2,0,95,0.19
PTH,0,101,0.202
PTH1R,0,17,0.034
PTH2,0,12,0.024
PTH2R,0,115,0.23
PTHLH,0,84,0.168
PTK2,0,101,0.202
PTK2B,0,66,0.132
PTK6,0,41,0.082
PTK7,0,49,0.098
PTMA,0,29,0.058
